,E,S,eta,GESpert_Min,GESpert_FE,GESstandard_Min,GESstandard_FE,LS_Min,LS_FE,nBands
340,0.34,Nanoribbon,1e-14,0.059569973,9.41965470098724e-14,0.07118916900000001,9.457567705266678e-14,0.12588347,1.7699555504360962e-10,28.0
341,0.341,Nanoribbon,1e-14,0.059371332,9.567007253460304e-14,0.070857611,9.596120113319612e-14,0.126110318,3.0781577761407114e-10,28.0
342,0.342,Nanoribbon,1e-14,0.059732867,9.635873545370469e-14,0.071123645,9.601383066095523e-14,0.126017147,3.546764538618165e-11,28.0
343,0.34299999999999997,Nanoribbon,1e-14,0.059331321,9.625729208804063e-14,0.070841394,9.635096577652928e-14,0.124674439,2.7661275743455887e-10,28.0
344,0.344,Nanoribbon,1e-14,0.059713833,9.44843963855468e-14,0.071442398,9.41246461916436e-14,0.126136883,3.627086909353607e-09,28.0
345,0.345,Nanoribbon,1e-14,0.059109957000000005,9.43033614614939e-14,0.070788237,9.462213620492397e-14,0.14020138,10913112.522510964,28.0
346,0.34600000000000003,Nanoribbon,1e-14,0.05946988,9.31964393403951e-14,0.071116138,9.292222047224373e-14,0.138229759,4667.898895303774,28.0
347,0.34700000000000003,Nanoribbon,1e-14,0.059617069,9.515042761768816e-14,0.071224225,9.509825689091832e-14,0.126636158,7.260324920990608e-11,28.0
348,0.348,Nanoribbon,1e-14,0.059655697,9.494014150197684e-14,0.071193831,9.462727647756383e-14,0.125983753,4.833550010441864e-10,28.0
349,0.349,Nanoribbon,1e-14,0.059624017,9.534418072036043e-14,0.071160599,9.509392187798336e-14,0.126671848,1.287730200140816e-09,28.0
350,0.35,Nanoribbon,1e-14,0.059336227000000005,9.381120989800938e-14,0.070868995,9.399331571460653e-14,0.126283478,2.3441902535114024e-10,28.0
351,0.35100000000000003,Nanoribbon,1e-14,0.059462422,9.37422205444276e-14,0.071144181,9.403555931099164e-14,0.126018212,1.6084676281681312e-11,28.0
352,0.35200000000000004,Nanoribbon,1e-14,0.059759505,9.557240375994265e-14,0.071219425,9.536669145339682e-14,0.124749724,2.1797835034496864e-10,28.0
353,0.353,Nanoribbon,1e-14,0.059693193,9.438123590079739e-14,0.0712648,9.445182671250404e-14,0.132119221,36.541261801727984,28.0
