E,x,y
6.0,4.555349376375837,-1.1636341513873016
6.0,4.38321404826356,-0.786429892127429
6.0,4.314963338712611,-1.1009671901070142
6.0,4.1302342229273705,-0.7422074860955737
6.0,4.066406264574879,-1.036362282256138
6.0,3.871018588487131,-0.6966927462380808
6.0,3.811638563876363,-0.9703489853882973
6.0,3.6078964786245176,-0.6502882292213386
6.0,3.5529469305630963,-0.9035263638306443
6.0,3.3433802327028017,-0.6034422601319763
6.0,3.2928035752525613,-0.8365276782898676
6.0,3.0800358426184165,-0.5566234822125494
6.0,3.033737957049281,-0.7699899354686838
6.0,2.8203661655394865,-0.5102972612684693
6.0,2.7782207198498496,-0.7045269578767098
6.0,2.566699729858222,-0.46490329364313976
6.0,2.5285532176793386,-0.6407036764823553
6.0,2.321074449721725,-0.4208329013558929
6.0,2.2867522768339397,-0.5790085978718393
6.0,2.085096422417651,-0.3784029319965487
6.0,2.0544108745538616,-0.5198190341236676
6.0,1.8597258741823282,-0.3378188534276968
6.0,1.8324880395430798,-0.4633459719970767
6.0,1.6448447469961522,-0.2991054473807428
6.0,1.620886602144019,-0.4095179280125546
6.0,1.4380238456937475,-0.2619254099829861
6.0,1.417256032497377,-0.35763506473550655
6.0,1.2285304162479516,-0.2248555391879746
6.0,1.2112389427047783,-0.30454428384934434
6.0,0.989143839738583,0.1469505505508985
6.0,0.9972962645687731,0.07348578554504653
6.0,0.8392819852374254,-0.5436963759819753
6.0,0.8771495166097072,-0.4802173731877751
6.0,0.9993065417471478,-0.037234871040174436
6.0,0.9248683945654178,-0.3802873291787701
6.0,0.9509360483880313,-0.3093875108598895
6.0,0.99364464797605,-0.11256248730667172
6.0,0.787596744099055,-0.14415230442394975
6.0,0.7765113789480114,-0.19523984365505906
6.0,0.6730690691279144,-0.12259455391237084
6.0,0.6633486651597912,-0.16739159147457788
6.0,0.588500004057707,-0.10701530178986836
6.0,0.5799281504718958,-0.14651917923407468
6.0,0.5205376557349449,-0.09455556674642368
6.0,0.5129137802018184,-0.1296906331229365
6.0,0.46430236351382237,-0.08426151126518241
6.0,0.45746940737541697,-0.11575158038155574
6.0,0.4171228143906374,-0.07562833851491384
6.0,0.4109547393628634,-0.10405426501045639
6.0,0.37722936212248515,-0.06832710927166664
6.0,0.37162294689230163,-0.09416459447042803
6.0,0.3433245620818557,-0.062118736885049125
6.0,0.3381941762257539,-0.08576241349178731
6.0,0.3144032468590436,-0.05681889400900828
6.0,0.30967726109465127,-0.07859886966592437
6.0,0.28966240706408114,-0.05228078334743093
6.0,0.28528056733298496,-0.07247474232780458
6.0,0.2684488373980039,-0.04838529047108369
6.0,0.2643602660163137,-0.06722770549692189
6.0,0.2502247658355961,-0.0450346014366414
6.0,0.24638640845904444,-0.0627238909084136
6.0,0.1818609626108734,-0.006470075676929308
6.0,0.2345430446942365,-0.0421476347799484
6.0,0.2309184551717518,-0.05885176287000182
6.0,0.1681872703827245,-0.06948606825992522
6.0,0.18705899517573088,-0.017143534488682173
6.0,0.1808467897184527,-0.02034539662570998
6.0,0.22102797583873213,-0.03965651809020404
6.0,0.21758636518201027,-0.05551737761734986
6.0,0.17734156084375854,-0.06192688631294306
6.0,0.17301508400856908,-0.05643826025700412
6.0,0.20935994756531623,-0.037503728507516584
6.0,0.20607542941558524,-0.05264061823090713
6.0,0.19096075363845963,-0.026335551788950754
6.0,0.1852855533792096,-0.03129244664490309
6.0,0.1992067256772051,-0.035637809550052475
6.0,0.19325434519830995,-0.03436786597320604
6.0,0.18470215522100325,-0.0551786605039221
6.0,0.1960619657613269,-0.050130615457298244
6.0,0.1815917817070446,-0.048315404629328644
6.0,0.19011855814871212,-0.048819319917128234
6.0,0.18855459492263943,-0.04071174200952867
6.0,0.18847075912789274,-0.04109810406540506
