E,x,y
0.5,5.572214883487931,-0.19609481316158087
0.5,5.1523630154465705,-2.131006156859155
0.5,5.540586052332875,-0.6212068255521163
0.5,5.380111014044114,-0.4893060870706269
0.5,5.299770994724107,-1.7310167898951423
0.5,5.099060235874799,-1.7845446705543166
0.5,5.3256139687933555,-0.8957422899450226
0.5,5.216211890687737,-0.7142715155706139
0.5,5.217916212008988,-1.3920735609357766
0.5,5.0431404280541825,-1.5118812484557733
0.5,5.090736473833098,-0.9048698474527227
0.5,5.143897586886508,-1.1055957617068184
0.5,5.1395181873297995,-1.1257784750062074
0.5,5.007944950651579,-1.2864193165885276
0.5,4.949859036494612,-0.8853980861292119
0.5,4.871666746479074,-1.2457517262012254
0.5,4.712739256620918,-0.8439700843010906
0.5,4.638701549200276,-1.1851770929023224
0.5,4.467967151081692,-0.8013645549368797
0.5,4.398284182985085,-1.12250249832981
0.5,4.215138059006048,-0.7571723952188104
0.5,4.149876822143288,-1.0579325373581654
0.5,3.956268057236438,-0.7117261926047255
0.5,3.8954520763750344,-0.9920001182530024
0.5,3.6937106561318855,-0.6654319441177059
0.5,3.6373200679184126,-0.9253111946760681
0.5,3.430020280177662,-0.618744267349252
0.5,3.377993915672626,-0.8585107433726535
0.5,3.1678299946948423,-0.5721423064993799
0.5,3.1200684722957313,-0.7922540137865236
0.5,2.909746106790016,-0.5261081626359971
0.5,2.86611546418156,-0.7271824741776556
0.5,2.6582566596525132,-0.48110786011738566
0.5,2.618592326456586,-0.6639032079124003
0.5,2.4156510736086703,-0.4375746346784449
0.5,2.3797621445122332,-0.6029708167791847
0.5,2.1839491906078763,-0.3958943719703644
0.5,2.1516230445698112,-0.5448712646034904
0.5,1.964838651273301,-0.35639315873040117
0.5,1.9358460430416302,-0.49000725174982057
0.5,1.7596190465736783,-0.319327177589168
0.5,1.7337200325970175,-0.43868426457279547
0.5,1.5691470211380927,-0.2848761237248511
0.5,1.5460990939564876,-0.3910938141698793
0.5,1.3938878620729211,-0.25314425798750656
0.5,1.373449881654897,-0.347333859518988
0.5,1.2249185211035356,-0.2246137706989592
0.5,1.2078516722083574,-0.3032673198245126
0.5,1.1288084639189921,-0.20651882764654184
0.5,1.1128854247403828,-0.2799010643011363
0.5,0.857197945075431,-0.15682688457445312
0.5,0.8451062599857306,-0.2125521067672568
0.5,0.7898232644400037,-0.14483018956381233
0.5,0.7788186187628983,-0.19554572848324545
0.5,0.6945112707884558,-0.12613033307160612
0.5,0.6843279496342745,-0.17306075095852558
0.5,0.6169542136230859,-0.1120070474754874
0.5,0.607892273856878,-0.1537695151085158
0.5,0.5501854392198393,-0.09984499985884698
0.5,0.5420875157471893,-0.13716474327348419
0.5,0.4927362818792757,-0.0893751961801994
0.5,0.4854656034585638,-0.12288253346665926
0.5,0.44331846314476964,-0.08036234785335487
0.5,0.43675659923215066,-0.1106030729441487
0.5,0.4008154197076181,-0.0726043023217347
0.5,0.3948605712048425,-0.10004756218280161
0.5,0.36425486056230433,-0.06592511519389932
0.5,0.3588197472502593,-0.09097314570736914
0.5,0.3327929689972275,-0.06017195007109109
0.5,0.3278028528289122,-0.0831691857988433
0.5,0.30570151241450216,-0.05521280141498407
0.5,0.3010924362781628,-0.07645399236586409
0.5,0.2823553793988164,-0.0509343263559165
0.5,0.2780726280768053,-0.07067163073768597
0.5,0.26222011164646825,-0.04723966085143488
0.5,0.25821688894901984,-0.06568874158361421
0.5,0.24483961086364878,-0.04404624800882885
0.5,0.24107592223782667,-0.061391422273665314
0.5,0.17923987289921742,-0.006307726841530294
0.5,0.2298242877055975,-0.04128372640850858
0.5,0.22626601344102715,-0.05768223684161888
0.5,0.16573461564735212,-0.06854747720421811
0.5,0.18434498044717104,-0.01676566167848545
0.5,0.1782456417319825,-0.01998478287729827
0.5,0.216839866514723,-0.03889191152172216
0.5,0.21345800514681113,-0.05447741303117547
0.5,0.17471501183284419,-0.06114592274053735
0.5,0.17049840451249273,-0.05568836863994957
0.5,0.20559719022101774,-0.03681890054044261
0.5,0.20236723333559378,-0.05170434156153518
0.5,0.18818147940752214,-0.025768253535648985
0.5,0.18260592877737591,-0.030713426425426665
0.5,0.19576240186931165,-0.03501668525740899
0.5,0.19041904417581648,-0.03384666488742268
0.5,0.1819377062317946,-0.054543039275543104
0.5,0.1926699682457687,-0.04926834244372146
0.5,0.17891316226820408,-0.04773175205943555
0.5,0.18732222649941663,-0.04811852625420199
0.5,0.1858208604126765,-0.039939122472665185
0.5,0.18566265668103,-0.04066821341714183
2.0,5.550277465430945,-0.19590165754380837
2.0,5.132318437828016,-2.12208973783629
2.0,5.518732059965937,-0.619326041347793
2.0,5.358644067137147,-0.48836917067243835
2.0,5.279102883897305,-1.7236708027969438
2.0,5.079135558750013,-1.7765001156682472
2.0,5.304288706598481,-0.8931493238827869
2.0,5.195142195525698,-0.7127590687112191
2.0,5.197434109525298,-1.385594845127235
2.0,5.023338741754066,-1.5045251102439792
2.0,5.070417089612333,-0.9013833959301705
2.0,5.123005205855976,-1.1024594823123308
2.0,5.119204853575018,-1.119973623127132
2.0,4.988007949753665,-1.2811706296520777
2.0,4.926491993254213,-0.8812475558818693
2.0,4.848680936701778,-1.2398442597398152
2.0,4.6896287697480155,-0.839897536333105
2.0,4.615981543540267,-1.179304989934662
2.0,4.444868125402831,-0.797294219999043
2.0,4.37557552499487,-1.1166331315747837
2.0,4.1920017108086896,-0.7530945831392747
2.0,4.12713109917414,-1.052054506575978
2.0,3.93304249131014,-0.7076307081454293
2.0,3.872617834775471,-0.9861011932556566
2.0,3.670337939033439,-0.6613077489382952
2.0,3.614340009407215,-0.9193774099423642
2.0,3.4064318956184163,-0.6145787633686476
2.0,3.3548004644177816,-0.8525251666740291
2.0,3.1439406025450976,-0.56792029148909
2.0,3.0965776623234436,-0.7861951100178672
2.0,2.8854446519997916,-0.521810313607682
2.0,2.84221821932155,-0.7210218005706615
2.0,2.6333930427563863,-0.47670846279868745
2.0,2.59414138856322,-0.6576019558099221
2.0,2.390015063073455,-0.43303802918839696
2.0,2.354551409157508,-0.5964743062997193
2.0,2.157235076225053,-0.3911690804595244
2.0,2.12535295939532,-0.5380996390936813
2.0,1.9365818866518822,-0.3514015410090947
2.0,1.908061660837948,-0.48283863264252963
2.0,1.72907288347237,-0.3139457595674629
2.0,1.7036905871760324,-0.43092152357207425
2.0,1.5350161447414625,-0.2788949998915222
2.0,1.5125587642949956,-0.3823911219365634
2.0,1.3534733547213917,-0.2461740673401454
2.0,1.333781096680364,-0.3369269646520705
2.0,1.185347099839373,-0.21633610081231358
2.0,1.1684082530183648,-0.29439974505915495
2.0,0.9993168533159956,-0.0369570923995096
2.0,0.9937179850972852,-0.11191320786029203
2.0,0.9247626503799903,-0.3805444001195624
2.0,0.9507336890986645,-0.310008794089535
2.0,0.8164396259082878,-0.14900729519782013
2.0,0.8047725405762294,-0.20277572514947675
2.0,0.7151805674729304,-0.13007933149428588
2.0,0.7047751019856612,-0.17803351424424177
2.0,0.6306410054630424,-0.11458030832621052
2.0,0.6214146888321846,-0.157100316139635
2.0,0.5598866987137098,-0.10165797901266094
2.0,0.551667721818671,-0.13953560404731408
2.0,0.4999136935532742,-0.0907116004219007
2.0,0.4925514169947469,-0.124641072963557
2.0,0.44879972898344717,-0.08138036472321347
2.0,0.44216684712921644,-0.11194838006012277
2.0,0.4051083138925859,-0.07340008377621282
2.0,0.3990972132663738,-0.10110258476514598
2.0,0.3676891107799055,-0.06656071005805829
2.0,0.36220857460732897,-0.09181807442107737
2.0,0.3355918660232908,-0.0606891893532952
2.0,0.3305644123885598,-0.08385849693157144
2.0,0.30802122524248016,-0.055640842541155255
2.0,0.30338093691547025,-0.07702587665665099
2.0,0.28430798067287943,-0.05129403802317797
2.0,0.2799987126779596,-0.07115354600846467
2.0,0.2638877601254938,-0.04754630868319822
2.0,0.2598616545010422,-0.06610084669314986
2.0,0.24628364172096728,-0.044311208989141745
2.0,0.24249990317935957,-0.06174878443760569
2.0,0.17994699554817137,-0.006351378812605751
2.0,0.23109122522307682,-0.04151561996664409
2.0,0.22751512240692082,-0.057996294300311356
2.0,0.16639623673512235,-0.06880082572189108
2.0,0.18507714041256895,-0.016867320994119108
2.0,0.17894739732356965,-0.02008192860055439
2.0,0.2179654985075728,-0.039097365145250806
2.0,0.21456755828333388,-0.05475696697973346
2.0,0.175423460338828,-0.06135685767354874
2.0,0.17117731229058802,-0.055890809818545654
2.0,0.2066093617338609,-0.037003076879124075
2.0,0.20336471122190566,-0.05195623432546797
2.0,0.18893124539455097,-0.025920841710999936
2.0,0.1833288310197397,-0.03086936449552306
2.0,0.19669052612033344,-0.03518386828682057
2.0,0.19118050876472503,-0.03398673781313181
2.0,0.1826832854227211,-0.05471492253864694
2.0,0.19358391441844208,-0.04950086594956804
2.0,0.1796356820501826,-0.047889452719443046
2.0,0.18807326512185696,-0.04830664784724916
2.0,0.18655839078175693,-0.04014695645595238
2.0,0.18641999787026908,-0.040784748102839344
6.0,5.491755127422558,-0.19538042009371848
6.0,5.078843151555818,-2.0983088738368294
6.0,5.460432939696332,-0.6143027149068112
6.0,5.301379125106204,-0.4858594251708776
6.0,5.223964800566953,-1.704079656852956
6.0,5.025980428194345,-1.7550500689572428
6.0,5.247402926682419,-0.8862216892409642
6.0,5.138938635388847,-0.7087151783514398
6.0,5.142792999307495,-1.3683225218164197
6.0,4.97051369675933,-1.4849111396467254
6.0,5.015894368178885,-0.8920140201924607
6.0,5.0672714320265815,-1.0940992836541414
6.0,5.065018404307692,-1.1044824907397417
6.0,4.9345053749015735,-1.2670998500614001
6.0,4.864232442072653,-0.8702045013149263
6.0,4.787443653180469,-1.224090026195254
6.0,4.627954479017031,-0.8290293838370368
